time,temperature_c,wind_kmh,rain_mm
2026-09-17 04:00,9.2,14.0,0.0
2026-09-17 05:00,9.9,14.0,0.0
2026-09-17 06:00,10.9,14.0,0.0
2026-09-17 07:00,12.2,14.0,0.0
2026-09-17 08:00,13.8,14.0,0.0
2026-09-17 09:00,15.5,15.8,0.0
2026-09-17 10:00,17.2,17.5,0.0
2026-09-17 11:00,18.8,18.9,0.0
2026-09-17 12:00,20.1,20.1,0.0
2026-09-17 13:00,21.1,20.8,0.0
2026-09-17 14:00,21.8,21.0,0.0
2026-09-17 15:00,22.0,20.8,0.0
2026-09-17 16:00,21.8,20.1,0.0
2026-09-17 17:00,21.1,18.9,0.0
2026-09-17 18:00,20.1,17.5,0.0
2026-09-17 19:00,18.8,15.8,0.0
2026-09-17 20:00,17.2,14.0,0.0
2026-09-17 21:00,15.5,14.0,0.0
2026-09-17 22:00,13.8,14.0,0.0
2026-09-17 23:00,12.3,14.0,0.0
2026-09-18 00:00,12.1,6.0,0.0
2026-09-18 01:00,10.9,6.0,0.0
2026-09-18 02:00,10.2,6.0,0.0
2026-09-18 03:00,10.0,6.0,0.0
2026-09-18 04:00,10.2,6.0,0.0
2026-09-18 05:00,10.9,6.0,0.0
2026-09-18 06:00,12.1,6.0,0.0
2026-09-18 07:00,13.5,6.0,0.0
2026-09-18 08:00,15.2,6.0,0.0
2026-09-18 09:00,17.0,7.8,0.0
2026-09-18 10:00,18.8,9.5,0.0
2026-09-18 11:00,20.5,10.9,0.0
2026-09-18 12:00,21.9,12.1,0.0
2026-09-18 13:00,23.1,12.8,0.0
2026-09-18 14:00,23.8,13.0,0.0
2026-09-18 15:00,24.0,12.8,1.5
2026-09-18 16:00,23.8,12.1,1.5
2026-09-18 17:00,23.1,10.9,1.5
2026-09-18 18:00,21.9,9.5,1.5
2026-09-18 19:00,20.5,7.8,1.5
2026-09-18 20:00,18.8,6.0,1.5
2026-09-18 21:00,17.0,6.0,1.5
2026-09-18 22:00,15.2,6.0,1.5
2026-09-18 23:00,13.5,6.0,0.0
2026-09-19 00:00,13.9,6.0,0.0
2026-09-19 01:00,12.9,6.0,0.0
2026-09-19 02:00,12.2,6.0,0.0
2026-09-19 03:00,12.0,6.0,0.0
2026-09-19 04:00,12.2,6.0,0.0
2026-09-19 05:00,12.9,6.0,0.0
2026-09-19 06:00,13.9,6.0,0.0
2026-09-19 07:00,15.2,6.0,0.0
2026-09-19 08:00,16.8,6.0,0.0
2026-09-19 09:00,18.5,7.8,0.0
2026-09-19 10:00,20.2,9.5,0.0
2026-09-19 11:00,21.8,10.9,2.0
2026-09-19 12:00,23.1,12.1,2.0
2026-09-19 13:00,24.1,12.8,2.0
2026-09-19 14:00,24.8,13.0,2.0
2026-09-19 15:00,25.0,12.8,2.0
2026-09-19 16:00,24.8,12.1,2.0
2026-09-19 17:00,24.1,10.9,2.0
2026-09-19 18:00,23.1,9.5,2.0
2026-09-19 19:00,21.8,7.8,2.0
2026-09-19 20:00,20.2,6.0,2.0
2026-09-19 21:00,18.5,6.0,0.0
2026-09-19 22:00,16.8,6.0,0.0
2026-09-19 23:00,15.3,6.0,0.0
2026-09-20 00:00,12.3,6.0,0.0
2026-09-20 01:00,11.6,6.0,0.0
2026-09-20 02:00,11.2,6.0,0.0
2026-09-20 03:00,11.0,6.0,0.0
2026-09-20 04:00,11.2,6.0,0.0
2026-09-20 05:00,11.6,6.0,0.0
2026-09-20 06:00,12.3,6.0,0.0
2026-09-20 07:00,13.2,6.0,0.0
2026-09-20 08:00,14.3,6.0,0.0
2026-09-20 09:00,15.5,7.8,0.0
2026-09-20 10:00,16.7,9.5,0.0
2026-09-20 11:00,17.8,10.9,0.0
2026-09-20 12:00,18.7,12.1,0.0
2026-09-20 13:00,19.4,12.8,0.0
2026-09-20 14:00,19.8,13.0,0.0
2026-09-20 15:00,20.0,12.8,0.0
2026-09-20 16:00,19.8,12.1,0.0
2026-09-20 17:00,19.4,10.9,0.0
2026-09-20 18:00,18.7,9.5,0.0
2026-09-20 19:00,17.8,7.8,0.0
2026-09-20 20:00,16.7,6.0,0.0
2026-09-20 21:00,15.5,6.0,0.0
2026-09-20 22:00,14.3,6.0,0.0
2026-09-20 23:00,13.3,6.0,0.0
2026-09-21 00:00,10.3,16.0,0.0
2026-09-21 01:00,9.6,16.0,0.0
2026-09-21 02:00,9.2,16.0,0.0
2026-09-21 03:00,9.0,16.0,0.0
2026-09-21 04:00,9.2,16.0,0.0
2026-09-21 05:00,9.6,16.0,0.0
2026-09-21 06:00,10.3,16.0,0.0
2026-09-21 07:00,11.2,16.0,0.0
2026-09-21 08:00,12.3,16.0,0.0
2026-09-21 09:00,13.5,17.8,0.0
2026-09-21 10:00,14.7,19.5,0.0
2026-09-21 11:00,15.8,20.9,0.0
2026-09-21 12:00,16.7,22.1,0.0
2026-09-21 13:00,17.4,22.8,0.0
2026-09-21 14:00,17.8,23.0,0.0
2026-09-21 15:00,18.0,22.8,0.0
2026-09-21 16:00,17.8,22.1,0.0
2026-09-21 17:00,17.4,20.9,0.0
2026-09-21 18:00,16.7,19.5,0.0
2026-09-21 19:00,15.8,17.8,0.0
2026-09-21 20:00,14.7,16.0,0.0
2026-09-21 21:00,13.5,16.0,0.0
2026-09-21 22:00,12.3,16.0,0.0
2026-09-21 23:00,11.3,16.0,0.0
2026-09-22 00:00,9.9,6.0,0.0
2026-09-22 01:00,8.9,6.0,0.0
2026-09-22 02:00,8.2,6.0,0.0
2026-09-22 03:00,8.0,6.0,0.0
2026-09-22 04:00,8.2,6.0,0.0
2026-09-22 05:00,8.9,6.0,0.0
2026-09-22 06:00,9.9,6.0,0.0
2026-09-22 07:00,11.2,6.0,0.0
2026-09-22 08:00,12.8,6.0,0.0
2026-09-22 09:00,14.5,7.8,0.0
2026-09-22 10:00,16.2,9.5,0.0
2026-09-22 11:00,17.8,10.9,0.0
2026-09-22 12:00,19.1,12.1,0.0
2026-09-22 13:00,20.1,12.8,0.0
2026-09-22 14:00,20.8,13.0,0.0
2026-09-22 15:00,21.0,12.8,0.0
2026-09-22 16:00,20.8,12.1,0.0
2026-09-22 17:00,20.1,10.9,0.0
2026-09-22 18:00,19.1,9.5,1.2
2026-09-22 19:00,17.8,7.8,1.2
2026-09-22 20:00,16.2,6.0,1.2
2026-09-22 21:00,14.5,6.0,0.0
2026-09-22 22:00,12.8,6.0,0.0
2026-09-22 23:00,11.3,6.0,0.0
2026-09-23 00:00,12.1,6.0,0.0
2026-09-23 01:00,10.9,6.0,0.0
2026-09-23 02:00,10.2,6.0,0.0
2026-09-23 03:00,10.0,6.0,0.0
2026-09-23 04:00,10.2,6.0,0.0
2026-09-23 05:00,10.9,6.0,0.0
2026-09-23 06:00,12.1,6.0,0.0
2026-09-23 07:00,13.5,6.0,0.0
2026-09-23 08:00,15.2,6.0,0.0
2026-09-23 09:00,17.0,7.8,0.0
2026-09-23 10:00,18.8,9.5,0.0
2026-09-23 11:00,20.5,10.9,0.0
2026-09-23 12:00,21.9,12.1,0.0
2026-09-23 13:00,23.1,12.8,0.0
2026-09-23 14:00,23.8,13.0,0.0
2026-09-23 15:00,24.0,12.8,0.0
2026-09-23 16:00,23.8,12.1,0.0
2026-09-23 17:00,23.1,10.9,0.0
2026-09-23 18:00,21.9,9.5,0.0
2026-09-23 19:00,20.5,7.8,0.0
2026-09-23 20:00,18.8,6.0,0.0
2026-09-23 21:00,17.0,6.0,0.0
2026-09-23 22:00,15.2,6.0,0.0
2026-09-23 23:00,13.5,6.0,0.0
2026-09-24 00:00,13.2,6.0,0.0
2026-09-24 01:00,12.0,6.0,0.0
2026-09-24 02:00,11.3,6.0,1.5
2026-09-24 03:00,11.0,6.0,1.5
2026-09-24 04:00,11.3,6.0,1.5
2026-09-24 05:00,12.0,6.0,1.5
2026-09-24 06:00,13.2,6.0,0.0
2026-09-24 07:00,14.8,6.0,0.0
2026-09-24 08:00,16.6,6.0,0.0
2026-09-24 09:00,18.5,7.8,0.0
2026-09-24 10:00,20.4,9.5,0.0
2026-09-24 11:00,22.2,10.9,0.0
2026-09-24 12:00,23.8,12.1,0.0
2026-09-24 13:00,25.0,12.8,0.0
2026-09-24 14:00,25.7,13.0,0.0
2026-09-24 15:00,26.0,12.8,0.0
2026-09-24 16:00,25.7,12.1,0.0
2026-09-24 17:00,25.0,10.9,0.0
2026-09-24 18:00,23.8,9.5,0.0
2026-09-24 19:00,22.2,7.8,0.0
2026-09-24 20:00,20.4,6.0,0.0
2026-09-24 21:00,18.5,6.0,0.0
2026-09-24 22:00,16.6,6.0,0.0
2026-09-24 23:00,14.8,6.0,0.0
2026-09-25 00:00,13.6,6.0,0.0
2026-09-25 01:00,12.7,6.0,0.0
2026-09-25 02:00,12.2,6.0,0.0
2026-09-25 03:00,12.0,6.0,0.0
2026-09-25 04:00,12.2,6.0,0.0
2026-09-25 05:00,12.7,6.0,0.0
2026-09-25 06:00,13.6,6.0,0.0
2026-09-25 07:00,14.8,6.0,0.0
2026-09-25 08:00,16.1,6.0,0.0
2026-09-25 09:00,17.5,7.8,0.0
2026-09-25 10:00,18.9,9.5,0.0
2026-09-25 11:00,20.2,10.9,0.0
2026-09-25 12:00,21.4,12.1,1.5
2026-09-25 13:00,22.3,12.8,1.5
2026-09-25 14:00,22.8,13.0,1.5
2026-09-25 15:00,23.0,12.8,0.0
2026-09-25 16:00,22.8,12.1,0.0
2026-09-25 17:00,22.3,10.9,0.0
2026-09-25 18:00,21.4,9.5,0.0
2026-09-25 19:00,20.2,7.8,0.0
2026-09-25 20:00,18.9,6.0,0.0
2026-09-25 21:00,17.5,6.0,0.0
2026-09-25 22:00,16.1,6.0,0.0
2026-09-25 23:00,14.8,6.0,0.0
2026-09-26 00:00,11.8,6.0,0.0
2026-09-26 01:00,10.8,6.0,0.0
2026-09-26 02:00,10.2,6.0,0.0
2026-09-26 03:00,10.0,6.0,0.0
2026-09-26 04:00,10.2,6.0,0.0
2026-09-26 05:00,10.8,6.0,0.0
2026-09-26 06:00,11.8,6.0,0.0
2026-09-26 07:00,13.0,6.0,0.0
2026-09-26 08:00,14.4,6.0,0.0
2026-09-26 09:00,16.0,7.8,0.0
2026-09-26 10:00,17.6,9.5,0.0
2026-09-26 11:00,19.0,13.9,0.0
2026-09-26 12:00,20.2,13.1,0.0
2026-09-26 13:00,21.2,13.8,0.0
2026-09-26 14:00,21.8,13.0,0.0
2026-09-26 15:00,22.0,13.8,0.0
2026-09-26 16:00,21.8,13.1,0.0
2026-09-26 17:00,21.2,13.9,0.0
2026-09-26 18:00,20.2,9.5,0.0
2026-09-26 19:00,19.0,7.8,0.0
2026-09-26 20:00,17.6,6.0,0.0
2026-09-26 21:00,16.0,6.0,0.0
2026-09-26 22:00,14.4,6.0,0.0
2026-09-26 23:00,13.0,6.0,0.0
